Sr. No.,Route No.,Route Order:,School_Code,School Name,Beneficiary,lat,lng
314,12,20,24240202201,Dhakvada Prathmik Shala,129,20.774700164794922,72.996002197265625
315,12,21,24240208103,Udach Raghav Falia Prathmik Shala,26,20.749799728393555,72.994003295898438
316,12,22,24240208101,Udach Vania Falia Prathmik Shala,85,20.74530029296875,72.998001098632812
317,12,23,24240208102,Udach Kachhal Falia Prathmik Shala,10,20.738300323486328,73.0094985961914
318,12,24,24240208104,Udach Dhodia Falia Shala,17,20.7283992767334,72.999397277832031
319,12,25,24240208105,Udach Luhar Falia Prathmik Shala,92,20.742799758911133,72.984901428222656
320,13,1,24240204201,Khapariya Prathmik Shala,243,20.862199783325195,73.047203063964844
321,13,2,24240202301,Dhamadacha Kumar Shala,99,20.822900772094727,72.972602844238281
322,13,3,24240202302,Dhamadacha Kanya Shala,145,20.822900772094727,72.973297119140625
323,13,4,24240203001,Ganghor Prathmik Shala,16,20.832799911499023,72.966400146484375
324,13,5,24240200301,Amalsad Misra Prathmik Shala,61,20.821300506591797,72.961799621582031
325,13,6,24240200302,Amalsad Kumar Shala,72,20.816799163818359,72.961097717285156
326,13,7,24240200305,Sari Station Kanya Shala -1,69,20.815099716186523,72.958702087402344
327,13,8,24240200303,Amalsad Gandhinagar Prathmik Shala,50,20.813899993896484,72.959197998046875
328,13,9,24240204601,Kolva Prathmik Shala,30,20.859399795532227,72.967597961425781
329,13,10,24240203301,Kachholi Kumar Shala,52,20.837499618530273,72.973701477050781
330,13,11,24240203302,Kachholi Kanya Shala,110,20.838399887084961,72.975898742675781
331,13,12,24240202806,Gandeva Prathmik Shala,259,20.863500595092773,73.080497741699219
332,13,13,24240202803,Gandeva Hatvada Prathmik Shala,34,20.859699249267578,73.082801818847656
333,13,14,24240202804,Gandeva Parsi Falia Prathmik Shala,46,20.862300872802734,73.072998046875
334,13,15,24240205401,Matvad Prathmik Shala,93,20.876300811767578,73.0613021850586
335,13,16,24240209001,Vegam Prathmik Shala,148,20.868200302124023,73.018302917480469
336,13,17,24240208402,Vagalvad Prathmik Shala,12,20.874900817871094,73.032997131347656
337,13,18,24240304302,Manekpore Prathmik Shala,49,20.984500885009766,72.923202514648437
338,13,19,24240202701,Gadat Prathmik Shala,104,20.857000350952148,72.988296508789063
339,13,20,24240202702,"The Ambika High School, Gadat",60,20.854000091552734,72.988601684570313
340,13,21,24240207401,Sonvadi Prathmik Shala,106,20.854000091552734,72.973602294921875
341,13,22,24240203202,Eachhapore Prathmik Shala ,40,20.863800048828125,72.98809814453125
342,13,23,24240203201,Eachhapore Halpativas Vargshala,17,20.867799758911133,72.996101379394531
343,13,24,24240206301,Pathari Prathmik Shala,110,20.84160041809082,73.0022964477539
344,13,25,24240204401,Khakhavada Prathmik Shala,25,20.84480094909668,72.988700866699219
345,13,26,24240206901,Salej Prathmik Shala,51,20.861000061035156,72.977096557617188
346,13,27,24240205701,Mohanpur Prathmik Shala,39,20.853099822998047,72.9468002319336
347,13,28,24240500901,Boriach Prathmik Shala,27,20.708900451660156,73.354499816894531
348,14,1,24240301802,DABHEL PRATHMIK SHALA,162,21.035900115966797,72.943901062011719
349,14,2,24240301601,CHAUKHAD PRATHMIK SHALA,114,21.028999328613281,72.9219970703125
350,14,3,24240300202,ASANA VARG SHALA,145,21.048599243164062,72.943496704101563
351,14,4,24240302701,KALAKACHA PRATHMIK SHALA,155,21.05579948425293,72.957603454589844
352,14,5,24240303502,KOLASANA PRATHMIK SHALA,40,21.016500473022461,72.903701782226563
353,14,6,24240303501,SUGAR FACTORY MAROLI PRATHMIK SHALA,39,21.02239990234375,72.9135971069336
354,14,7,24240300201,ASANA PRATHMIK SHALA,70,21.052900314331055,72.94000244140625
355,14,8,24240307506,VESMA KUMAR SHALA,39,21.032499313354492,72.974403381347656
356,14,9,24240307505,VESMA KANYA SHALA,87,21.032199859619141,72.973503112792969
357,14,10,24240307504,VESMA HAJIPURA PRATHMIK SHALA,64,21.033000946044922,72.973197937011719
358,14,11,24240307503,KACHHIAVADI PRATHMIK SHALA,78,21.032800674438477,72.96929931640625
359,14,12,24240307502,VESMA KUNDAL VARGSHALA,16,21.034099578857422,72.970703125
360,14,13,24240303801,KUCHED PRATHMIK SHALA,115,21.026899337768555,72.997100830078125
361,14,14,24240305901,SADODARA PRATHMIK SHALA,15,21.030599594116211,72.986396789550781
362,14,15,24240306201,SANDALPOR PRATHMIK SHALA,128,21.006200790405273,72.989799499511719
363,14,16,24240300101,AARAK PRATHMIK SHALA,104,21.051300048828125,72.98699951171875
364,14,17,24240307601,VADA PRATHMIK SHALA,45,21.039100646972656,72.906196594238281
365,14,18,24240305601,PONSARA PRATHMIK SHALA,35,21.045900344848633,72.891799926757813
366,14,19,24240306601,SISODARA (ARAK) PRATHMIK SHALA,158,21.043899536132812,73.004600524902344
367,14,20,24240304103,MAHUVAR VARG SHALA,25,21.020900726318359,72.893402099609375
368,14,21,24240401701,Dhaman Prathmik Shala,139,21.015199661254883,72.936698913574219
369,14,22,24240403501,Padgha Prathmik Shala,53,20.988899230957031,72.947196960449219
370,14,23,24240405301,Telada Prathmik Shala,70,20.986900329589844,72.983001708984375
371,14,24,24240405302,Tatanagar Prathmik Shala,139,20.997699737548828,72.989097595214844
372,14,25,24240403702,Parthan Prathmik Shala,41,21.014299392700195,72.962600708007812
373,14,26,24240406001,Vejalpore Prathmik Shala,91,21.001399993896484,72.9697036743164
374,14,27,24240400301,Aasundar Prathmik Shala,85,21.013399124145508,72.918098449707031
375,14,28,24240404401,Sarai Prathmik Shala,48,21.006999969482422,72.943496704101563
376,15,1,24240306901,TAVADI PRATHMIK SHALA,119,20.966899871826172,72.898300170898437
377,15,2,24240301501,CHHINAM PRATHMIK SHALA,97,20.995500564575195,72.883796691894531
378,15,3,24240302601,KADOLI PRATHMIK SHALA,145,21.000299453735352,72.891998291015625
379,15,4,24240306001,SAGARA PRATHMIK SHALA,41,20.98590087890625,72.8988037109375
380,15,5,24240304701,MIRZAPUR PRATHMIK SHALA,83,20.985099792480469,72.881500244140625
381,15,6,24240300801,ALURA PRATHMIK SHALA,21,20.982700347900391,72.866500854492188
382,15,7,24240304102,MAHUVAR PRATHMIK SHALA,189,21.024900436401367,72.884696960449219
383,15,8,24240303101,KARAKHAT PRATHMIK SHALA,23,21.026500701904297,72.828201293945312
384,15,9,24240304501,MAROLI PRATHMIK SHALA,159,21.036500930786133,72.866096496582031
385,15,10,24240304801,NADOD PRATHMIK SHALA,63,21.034200668334961,72.861602783203125
386,15,11,24240306403,SIMADGAM PRATHMIK SHALA,67,20.999099731445312,72.852302551269531
387,15,12,24240301001,BHINAR PRATHMIK SHALA,40,20.989099502563477,72.815902709960937
388,15,13,24240302201,DELVADA PRATHMIK SHALA,28,20.981199264526367,72.836799621582031
389,15,14,24240304401,MANGROL PRATHMIK SHALA,26,21.013500213623047,72.814002990722656
390,15,15,24240301701,DALAKI PRATHMIK SHALA,16,21.014299392700195,72.849700927734375
391,15,16,24240305402,PARSOLI PRATHMIK SHALA,52,21.019599914550781,72.802398681640625
392,15,17,24240305501,PARUJAN PRATHMIK SHALA,99,21.01099967956543,72.835601806640625
393,15,18,24240307101,VADOLI PRATHMIK SHALA,5,20.982099533081055,72.8395004272461
394,15,19,24240307001,UBHRAT PRATHMIK SHALA,47,21.014799118041992,72.736801147460938
395,15,20,24240302301,DIPLA PRATHMIKSHALA,38,21.0039005279541,72.74310302734375
396,15,21,24240302101,DANTY PRATHMIK SHALA,49,21.043600082397461,72.734703063964844
397,15,22,24240304901,NIMLAY PRATHMIK SHALA,18,21.0044002532959,72.789703369140625
398,15,23,24240304001,BHATHA-1 PRATHMIK SHALA,70,21.040700912475586,72.7885971069336
399,15,24,24240301302,BORSHY PRATHMIK SHALA,3,20.953300476074219,72.755302429199219
400,15,25,24240301301,BORSHY (MACHIVAD) PRATHMIK SHALA,153,20.9419002532959,72.756301879882812
401,15,26,24240307201,VANSY PRATHMIK SHALA,32,20.957300186157227,72.751602172851563
402,15,27,24240406103,Arsan Prathmik Shala,14,21.015800476074219,72.864799499511719
403,16,1,24240200501,Ancheli Prathmik Shala,60,20.84630012512207,72.942497253417969
404,16,2,24240300402,ABRAMA KANYA SHALA,105,20.859199523925781,72.909500122070313
405,16,3,24240300401,ABRAMA KUMAR SHALA,145,20.859199523925781,72.9092025756836
406,16,4,24240302801,KALTHAN PRATHMIK SHALA,110,20.869400024414062,72.880500793457031
407,16,5,24240306701,SULTANPUR VARG SHALA,15,20.854400634765625,72.876899719238281
408,16,6,24240306703,ISHWAR KRUPA SULTANPUR PRATHMIK SHALA,24,20.862899780273438,72.881301879882813
409,16,7,24240303201,KAROD KOTHVA PRATHMIK SHALA,39,20.853799819946289,72.929000854492188
410,16,8,24240306301,SARAV PRATHMIK SHALA,35,20.852800369262695,72.920600891113281
411,16,9,24240301401,NAVITALIM SHALA CHIJGAM,65,20.830499649047852,72.879302978515625
412,16,10,24240301402,RANA BHATA PRATHMIK SHALA,18,20.824699401855469,72.859199523925781
413,16,11,24240303401,KHARSAD PRATHMIK SHALA,54,20.838199615478516,72.914199829101563
414,16,12,24240303301,KHAMBHALAV PRATHMIK SHALA,47,20.867500305175781,72.8595962524414
415,16,13,24240300702,ERU KANYA SHALA,42,20.913200378417969,72.90570068359375
416,16,14,24240300701,ERU KUMAR SHALA,41,20.91349983215332,72.905899047851563
417,16,15,24240304201,MANDIR PRATHMIK SHALA,103,20.888700485229492,72.9175033569336
418,16,16,24240304202,DOZI FALIYA PRATHMIK SHALA,46,20.88960075378418,72.908897399902344
419,16,17,24240302401,HANSAPOR PRATHMIK SHALA,64,20.90570068359375,72.918296813964844
420,16,18,24240305101,PANAR PRATHMIK SHALA,33,20.824600219726562,72.8927001953125
421,16,19,24240305102,KANIYET PRATHMIK SHALA,35,20.818300247192383,72.859001159667969
422,16,20,24240305103,CHORAMLA BHATA PRATHMIK SHALA,47,20.812799453735352,72.861198425292969
423,16,21,24240303702,KRUSHANPUR KUMAR SHALA,119,20.807399749755859,72.86090087890625
424,16,22,24240303701,KRUSHANPUR KANYA SHALA,126,20.807399749755859,72.8604965209961
425,16,23,24240302901,KANERA PRATHMIK SHALA,8,20.818300247192383,72.888999938964844
426,16,24,24240208201,Vadi Prathmik Shala,16,20.808799743652344,72.891197204589844
427,16,25,24240205202,Masa Prathmik Shala,40,20.799100875854492,72.892402648925781
428,16,26,24240205201,Masa Dhikri Varg Shala,14,20.79010009765625,72.892898559570313
429,16,27,24240200801,Bhagad Prathmik Shala,113,20.801200866699219,72.884597778320312
430,16,28,24240206001,Movasa Prathmik Shala,41,20.795400619506836,72.8833999633789
431,17,1,24240306702,BORI FALIYA PRATHMIK SHALA,46,20.8435001373291,72.845298767089844
432,17,2,24240300301,AAT KUMAR SHALA,58,20.888500213623047,72.8646011352539
433,17,3,24240300303,AAT KANYA SHALA,145,20.884000778198242,72.863197326660156
434,17,4,24240300302,RUPAN TALAV PRATHMIK SHALA,20,20.889200210571289,72.874099731445312
435,17,5,24240301101,BHUTSAD PRATHMIK SHALA,33,20.8976993560791,72.887802124023438
436,17,6,24240305002,ONJAL PRATHMIK SHALA,39,20.830600738525391,72.840103149414063
437,17,7,24240305001,ONJAL MACHHIVAD PRATHMIK SHALA,404,20.81089973449707,72.834098815917969
438,17,8,24240300501,ERTHAN PRATHMIK SHALA,34,20.902999877929688,72.881401062011719
439,17,9,24240301202,BODALI PRATHMIK SHALA,65,20.941699981689453,72.876602172851563
440,17,10,24240301201,BODALI KHANDARK FALIA PRATHMIK SHALA,25,20.943700790405273,72.863899230957031
441,17,11,24240303901,MACHHAD PRATHMIK SHALA,30,20.936199188232422,72.857803344726563
442,17,12,24240307402,VIJALPOR PRATHMIK SHALA,703,20.939300537109375,72.915298461914062
443,17,13,24240307401,KRUSHI CAMPUS PRATHMIK SHALA,203,20.927999496459961,72.911300659179688
444,17,14,24240307405,AMBEDKAR NAGAR PRATHMIK SHALA,563,20.935400009155273,72.920600891113281
445,17,15,24240304601,MATWAD PRATHMIK SHALA,90,20.921600341796875,72.835700988769531
446,17,16,24240304602,AAVDA FALIYA PRATHMIK SHALA,28,20.913299560546875,72.843498229980469
447,17,17,24240306101,SAMAPOR PRATHMIK SHALA,52,20.905599594116211,72.812797546386719
448,17,18,24240302001,DANDI PRATHMIK SHALA,18,20.888700485229492,72.803703308105469
449,17,19,24240303601,KOTHAMADI PRATHMIK SHALA,38,20.913999557495117,72.866203308105469
450,17,20,24240305201,NANI PETHAN PRATHMIK SHALA,35,20.919599533081055,72.872802734375
451,17,21,24240305202,MOTI PETHAN VARG SHALA,8,20.923999786376953,72.87860107421875
452,17,22,24240303001,KARADI PRATHMIK SHALA,24,20.927299499511719,72.840400695800781
453,17,23,24240306102,PAR FALIA SAMAPUR,15,20.912700653076172,72.8093032836914
454,17,24,24240307404,MARUTI NAGAR GUJARATI PRATHMIK SHALA,669,20.94059944152832,72.922798156738281
455,17,25,24240307403,MARUTI NAGAR MARATHI PRATHMIK SHALA,897,20.940299987792969,72.922798156738281
456,17,26,24240302501,Jalalpore Kumar Shala,115,20.950000762939453,72.901397705078125
457,17,27,24240302502,Jalalpore Kanya Shala,100,20.949199676513672,72.901298522949219
458,17,28,24240302503,Purneshwar Prathmik Shala,88,20.939599990844727,72.9010009765625
459,18,1,0,Devina Park Prathmik Shala,187,20.93889999,72.94450378
460,18,2,24240407601,Mishra Shala 10 Dashera Tekri,298,20.947399139404297,72.940597534179688
461,18,3,24240406602,Kanya Shala 4 Laxmi Talkies,145,20.954599380493164,72.923301696777344
462,18,4,24240406601,Mishra Shala 3 Dandiwad,122,20.957099914550781,72.923896789550781
463,18,5,24240406901,Mishra Shala 4 Sanidev Mandir,118,20.951799392700195,72.939201354980469
464,18,6,24240406603,Kanya Shala 5 Gholvad,50,20.955299377441406,72.926101684570313
465,18,7,24240406501,Mishra Shala 11 Bhensat Khada,57,20.954299926757812,72.93609619140625
466,18,8,24240406311,Mishra Shala 12 Garda Chal,38,20.947799682617188,72.91400146484375
467,18,9,24240406312,Mishra Shala 9 Kagadiwad,405,20.948099136352539,72.9303970336914
468,18,10,24240406802,Kanya Shala 1 Library,104,20.952199935913086,72.93170166015625
469,18,11,24240406801,Kumar Shala 1 Dhobiwad,156,20.952899932861328,72.928298950195313
470,18,12,24240406701,Kanya Shala 2 Kasiwadi,102,20.958099365234375,72.926399230957031
471,18,13,24240406803,Kanya Shala 7 Krishna Society,136,20.951099395751953,72.921501159667969
472,18,14,24240406401,Mishra Shala 7 Krishna Society,107,20.951000213623047,72.921699523925781
473,18,15,24240407201,Mishra Shala 6 Gauri Shankar Mahollo,92,20.94420051574707,72.911003112792969
474,18,16,24240406308,Kanya Shala 8 Gauri Shankar Mahollo,113,20.949300765991211,72.9115982055664
475,18,17,24240406310,Marathi Shala 2 Garda Chal,134,20.948400497436523,72.914100646972656
476,18,18,24240407301,Mishra Shala 8 Ghelkhadi,308,20.937400817871094,72.910400390625
477,18,19,24240406306,Mishra Shala 2 Sarbatiya Talav,190,20.947599411010742,72.935096740722656
478,18,20,24240406307,Mishra Shala 5 Raichand Road,58,20.9507999420166,72.910400390625
479,18,21,24240406309,Kanya Shala 6 Raichand Road,83,20.950700759887695,72.9103012084961
480,18,22,24240407701,Kaliyavadi Mukhya Prathmik Shala,48,20.95050048828125,72.946098327636719
481,18,23,24240407702,Kaliyavadi Kanya Shala,133,20.9507999420166,72.945999145507812
482,18,24,24240408101,Moti Chovisi Prathmik Shala,386,20.95159912109375,72.958602905273437
483,18,25,24240407801,Chovisi Kachiyavadi Prathmik Shala,30,20.958599090576172,72.946403503417969
484,18,26,24240307406,Samodiya Prathmik Shala,136,20.926700592041016,72.913200378417969
485,19,1,24240402301,Khadsupa Prathmik Shala,254,20.902200698852539,73.013603210449219
486,19,2,24240400501,Ambada Prathmik Shala,125,20.95210075378418,73.045501708984375
487,19,3,24240405901,Vasar Prathmik Shala,145,20.947399139404297,73.025703430175781
488,19,4,24240405501,Toli Prathmik Shala,121,20.936800003051758,73.058097839355469
489,19,5,24240404801,Shahu Prathmik Shala,90,20.964099884033203,73.0542984008789
490,19,6,24240405601,Ugat Prathmik Shala,149,20.95789909362793,73.0604019165039
491,19,7,24240405602,Ugat Halpativas Varg Shala,50,20.956899642944336,73.062896728515625
492,19,8,24240405101,Supa Prathmik Shala,112,20.990699768066406,73.0343017578125
493,19,9,24240402601,Kurel Prathmik Shala,116,20.992900848388672,73.041099548339844
494,19,10,24240402401,Khergam Prathmik Shala,99,20.971200942993164,73.03790283203125
495,19,11,24240404901,Singod Prathmik Shala,37,20.965400695800781,73.036796569824219
496,19,12,24240405701,Vachharvad Prathmik Shala,48,20.979700088500977,73.047798156738281
497,19,13,24240404501,Sarona Prathmik Shala,26,20.996999740600586,73.012298583984375
498,19,14,24240403901,Pera Prathmik Shala,153,20.997200012207031,73.014801025390625
499,19,15,24240401501,Dandeshwar Prathmik Shala,111,20.962900161743164,73.013999938964844
500,19,16,24240403201,Nasilpore Prathmik Shala,61,20.953399658203125,72.986602783203125
501,19,17,24240400802,Bhattai Prathmik Shala,135,20.956499099731445,72.9927978515625
502,19,18,24240400601,Onachi Prathmik Shala,20,20.962200164794922,72.992103576660156
503,19,19,24240403402,Unn Prathmik Shala,60,20.918800354003906,73.019401550292969
504,19,20,24240405201,Tarsadi Prathmik Shala,69,20.972999572753906,73.013801574707031
505,19,21,24240403001,Munsad Prathmik Shala,119,20.939599990844727,73.011001586914063
506,19,22,24240402901,Moldhara Prathmik Shala,159,20.9773006439209,72.9885025024414
507,19,23,24240406201,Virvadi Prathmik Shala,25,20.957300186157227,72.986602783203125
508,19,24,24240402001,Kachhol Prathmik Shala,50,20.905399322509766,72.992500305175781
509,20,1,24240307301,Vedchha Prathmik Shala,120,20.879600524902344,72.94110107421875
510,20,2,24240301901,Dambher Prathmik Shala,76,20.888700485229492,72.947402954101563
511,20,3,24240408001,Kabilpore Prathmik Shala,145,20.950700759887695,72.953399658203125
512,20,4,24240407901,Dharagiri Prathmik Shala,170,20.959499359130859,72.959701538085938
513,20,5,24240401801,Italava Prathmik Shala,112,20.920799255371094,72.950996398925781
514,20,6,24240401901,Jamalpor Prathmik Shala,78,20.925199508666992,72.947502136230469
515,20,7,24240405401,Tighara Prathmik Shala,123,20.937099456787109,72.95269775390625
516,20,8,24240405004,Sisodara Kumar Shala,120,20.936899185180664,72.978797912597656
517,20,9,24240405003,Sisodara Kanya Shala,100,20.936399459838867,72.979698181152344
518,20,10,24240405002,Sisodara Gauchar Faliya,58,20.916000366210938,72.98480224609375
519,20,11,24240402801,Mogar Prathmik Shala,56,20.898099899291992,72.940803527832031
520,20,12,24240402802,Mora Varg Prathmik Shala,6,20.898799896240234,72.935600280761719
521,20,13,24240403801,Partapore Prathmik Shala,12,20.90570068359375,72.944503784179688
522,20,14,24240402201,Kasbapar Prathmik Shala,108,20.972700119018555,72.941299438476563
523,20,15,24240400201,Amari Prathmik Shala,90,20.976499557495117,72.952102661132812
524,20,16,24240400101,Amadpor Prathmik Shala,174,20.972099304199219,72.961898803710938
525,20,17,24240400401,Adada Prathmik Shala,144,20.907400131225586,72.970199584960938
526,20,18,24240401202,Chandravasan Supa,115,20.886999130249023,72.988601684570313
527,20,19,24240405801,Vada Prathmik Shala,80,20.91819953918457,72.973602294921875
528,20,20,24240401601,Dantej Prathmik Shala,28,20.921100616455078,72.935699462890625
529,20,21,24240401301,Chhapra Prathmik Shala,304,20.925399780273438,72.928497314453125
530,20,22,24240406101,Viraval Prathmik Shala,152,20.963399887084961,72.931503295898437
531,20,23,24240402803,Vakasariya Prathmik Shala,16,20.897899627685547,72.959999084472656
532,20,24,24240405001,Motivadi Sisodara Prathmik Shala,26,20.930900573730469,72.973098754882813
533,20,25,24240205101,Manekpor Prathmik Shala,107,20.860599517822266,73.007598876953125
534,21,1,24240105604,Nogama Prathmik Shala ,161,20.867000579833984,73.112098693847656
535,21,2,24240105601,Nogama Kundal Falia Prathmik Shala,79,20.868799209594727,73.113601684570313
536,21,3,24240105603,Nogama Dhodiyawad Prathmik Shala,145,20.867399215698242,73.116203308105469
537,21,4,24240400701,Ashtagam Prathmik Shala,86,20.899900436401367,73.038803100585937
538,21,5,24240400702,Samar Faliya Prathmik Shala,25,20.891300201416016,73.043098449707031
539,21,6,24240403301,Nava Talav Prathmik Shala,133,20.914499282836914,73.033798217773438
540,21,7,24240400901,Bhula Falia Prathmik Shala,100,20.898899078369141,73.0291976928711
541,21,8,24240202801,"K. V. S. High School, Kharel",43,20.86179924,73.06359863
542,21,9,24240403601,Pardi Prathmik Shala,215,20.911500930786133,73.048797607421875
543,21,10,24240404201,Rajwada Prathmik Shala,85,20.893199920654297,73.054901123046875
544,21,11,24240404301,Sadlav Prathmik Shala,108,20.928199768066406,73.035003662109375
545,21,12,24240404703,Mani Nagar Prathmik Shala,55,20.920600891113281,73.092002868652344
546,21,13,24240404702,Satem Prathmik Shala,240,20.918600082397461,73.092201232910156
547,21,14,24240404704,Ram Nagar Prathmik Shala,47,20.922199249267578,73.090301513671875
548,21,15,24240403102,Mori Faliya Prathmik Shala,33,20.915000915527344,73.093399047851563
549,21,16,24240403101,Nagdhara Prathmik Shala,202,20.91309928894043,73.094497680664063
550,21,17,24240402501,Kumbhar Faliya Prathmik Shala,110,20.915300369262695,73.121498107910156
551,21,18,24240401101,Butlav Prathmik Shala,51,20.908100128173828,73.071502685546875
552,21,19,24240402502,Gopi Wadi Prathmik Shala,34,20.917299270629883,73.121200561523438
553,21,20,24240402701,Mahudi Prathmik Shala,235,20.897899627685547,73.09320068359375
554,21,21,24240404101,Punee Prathmik Shala,31,20.894699096679688,73.108001708984375
555,21,22,24240402101,Kambada Prathmik Shala,71,20.897300720214844,73.071197509765625
556,21,23,24240404601,Sarpore Prathmik Shala,97,20.913799285888672,73.059097290039062
557,21,24,24240401401,Dabhalai Prathmik Shala,89,20.911500930786133,73.073898315429687
558,21,25,24240402503,Mani Faliya Prathmik Shala,28,20.914100646972656,73.124198913574219
559,22,1,24240501103,"Chapaldhara, Juna Patel Falia Varg Shala ",60,20.812799453735352,73.211700439453125
560,22,2,24240501101,Digendra Nagar Prathmik Shala ,108,20.824399948120117,73.2136001586914
561,22,3,24240501102,Chapaldhara Mukhya Kolivad ,145,20.816200256347656,73.2217025756836
562,22,4,24240501105,Goras Falia Varg Shala Chapaldhara ,31,20.82710075378418,73.2333984375
563,22,5,24240501104,Mindol Falia Varg Shala Chapaldhara ,115,20.819000244140625,73.2477035522461
564,22,6,24240507304,Movdi Falia Varg Shala Rupvel ,42,20.806900024414063,73.254997253417969
565,22,7,24240507303,Panishal Varg Shala Rupvel ,46,20.810800552368164,73.261001586914062
566,22,8,24240507301,Prathmik Shala Rupvel,109,20.801300048828125,73.2677993774414
567,22,9,24240507302,Rayawadi Varg Shala Rupvel,150,20.804899215698242,73.272102355957031
568,22,10,24240507801,Prathmik Shala Singad,180,20.80579948425293,73.293403625488281
569,22,11,24240505901,Prathmik Shala Moti Valzar ,280,20.800800323486328,73.316497802734375
570,22,12,24240506101,Prathmik Shala Nani Valzar ,31,20.807300567626953,73.32080078125
571,22,13,24240505902,Jaman Falia Varg Shala Moti Valzar ,18,20.798299789428711,73.3052978515625
572,22,14,24240505903,Dungari Falia Varg Shala Moti Valzar ,53,20.796100616455078,73.3030014038086
573,22,15,24240503401,Prathmik Shala Kantasvel,178,20.793500900268555,73.2959976196289
574,22,16,24240503201,Prathmik Shala Kandolpada,179,20.788999557495117,73.276199340820313
575,22,17,24240505001,Lakhawadi Prathmik Shala ,131,20.79170036315918,73.26519775390625
576,22,18,24240505101,Limberpada Prathmik Shala,110,20.779199600219727,73.255302429199219
577,22,19,24240503001,Kamboya Prathmik Shala,160,20.79170036315918,73.241401672363281
578,22,20,24240502001,Doldha Prathmik Shala,106,20.792900085449219,73.239799499511719
579,22,21,24240502002,Mota Falia Varg Shala Doldha ,35,20.7992000579834,73.229499816894531
580,22,22,24240502003,Talav Falia Varg Shala Doldha ,22,20.791000366210938,73.2322006225586
581,22,23,24240506901,Prathmik Shala Rajpur,15,20.798000335693359,73.2217025756836
582,22,24,24240506701,Prathmik Shala Pratapnagar ,280,20.799100875854492,73.212699890136719
583,22,25,24240506702,Mota Falia Varg Shala Pratapnagar ,32,20.7893009185791,73.208099365234375
584,22,26,24240500702,Khadakala Varg Shala Bhinar ,60,20.7992000579834,73.339996337890625
585,22,27,24240506001,Nani Bhamti Prathmik Shala,71,20.791599273681641,73.344497680664063
586,22,28,24240502501,Prathmik Shala Hanuman Bari ,105,20.775400161743164,73.357902526855469
587,23,1,24240102302,Donja Patel Falia ,14,20.777500152587891,73.191902160644531
588,23,2,24240509403,Prathmik Shala Zari ,112,20.774700164794922,73.219596862792969
589,23,3,24240509402,Susvad Falia Varg Shala Zari ,145,20.78070068359375,73.208999633789063
590,23,4,24240508804,Vagli Falia Varg Shala Vandervela ,58,20.766799926757813,73.210899353027344
591,23,5,24240508801,Prathmik Shala Vandervela ,147,20.754600524902344,73.2052993774414
592,23,6,24240508802,Mota Falia Varg Shala Vandervela ,18,20.760200500488281,73.191299438476562
593,23,7,24240508803,Utara Falia Varg Shala Vandervela ,93,20.741199493408203,73.209999084472656
594,23,8,24240508806,Naykiwad Prathmik Shala Vandervela ,18,20.749599456787109,73.224502563476563
595,23,9,24240508805,Dadri Falia Varg Shala Vandervela ,239,20.757999420166016,73.224502563476563
596,23,10,24240509404,Dungri Falia Varg Shala Zari ,70,20.766599655151367,73.232498168945313
597,23,11,24240509401,Abharun Falia Prathmik Shala Zari,27,20.776399612426758,73.22869873046875
598,23,12,24240508601,Vaghabari Mota Falia Prathmik Shala,36,20.76099967956543,73.241996765136719
599,23,13,24240508602,Prathmik Shala Vaghabari ,138,20.748699188232422,73.243896484375
600,23,14,24240509201,Prathmik Shala Vanskui,147,20.745199203491211,73.277900695800781
601,23,15,24240507001,Prathmik Shala Rangpur ,143,20.733499526977539,73.2843017578125
602,23,16,24240507002,Dungri Falia Varg Shala Rangpur ,59,20.731000900268555,73.281700134277344
603,23,17,24240505204,Vachla Falia Varg Shala Limzar,46,20.742500305175781,73.299797058105469
604,23,18,24240505205,Bhagarpada Varg Shala Limzar,27,20.754199981689453,73.291099548339844
605,23,19,24240502102,Vallabh Varg Shala,38,20.754499435424805,73.299400329589844
606,23,20,24240502101,Prathmik Shala Dubal Falia ,148,20.763399124145508,73.304496765136719
607,23,21,24240505203,Dungerpada Varg Shala Limzar ,67,20.737199783325195,73.306098937988281
608,23,22,24240505202,Tanupad Varg Shala Limzar ,46,20.728799819946289,73.292800903320313
609,23,23,24240503301,Prathmik Shala Kansariya ,97,20.728599548339844,73.256797790527344
610,23,24,24240508001,Prathmik Shala Sukhabari ,134,20.713300704956055,73.263702392578125
611,23,25,24240508002,Hanuman Falia Varg Shala Sukhabari ,20,20.712200164794922,73.264396667480469
612,23,26,24240505201,Limzar Prathmik Shala,364,20.733299255371094,73.294097900390625
613,23,27,24240508402,Dungri Falia Varg Shala Upsal ,23,20.772899627685547,73.3115005493164
614,23,28,24240508401,Prathmik Shala Upsal ,93,20.782800674438477,73.325302124023438
615,23,29,24240508701,Prathmik Shala Vanarasi,270,20.761100769042969,73.323600769042969
616,24,1,24240506301,Prathmik Shala Navtad ,17,20.753799438476563,73.425201416015625
617,24,2,24240504102,Khambhla Upla Falia Varg Shala,404,20.7450008392334,73.443199157714844
618,24,3,24240504101,Prathmik Shala Khambhla,145,20.738199234008789,73.455902099609375
619,24,4,24240503501,Prathmik Shala Kapadvanj,38,20.744899749755859,73.431098937988281
620,24,5,24240501701,Dhakmal Prathmik Shala,246,20.740299224853516,73.419097900390625
